domain,resolution,operator,image_index,repeat,height,width,megapixels,kernel_ms,combined_ms
BMA,1024,Image Power,1,2,864,1024,0.884736,1.245648,9.729124
BMA,1024,Image Power,1,3,864,1024,0.884736,1.176015,8.825959
BMA,1024,Image Power,1,4,864,1024,0.884736,1.138606,9.056516
BMA,1024,Image Power,1,5,864,1024,0.884736,1.14758,8.766733
BMA,1024,Image Power,1,6,864,1024,0.884736,1.104984,9.326927
BMA,1024,Image Power,2,0,864,1024,0.884736,0.958824,8.880393
BMA,1024,Image Power,2,1,864,1024,0.884736,1.137051,9.248096
BMA,1024,Image Power,2,2,864,1024,0.884736,1.073633,8.685616
BMA,1024,Image Power,2,3,864,1024,0.884736,1.177203,9.190015
BMA,1024,Image Power,2,4,864,1024,0.884736,1.215117,8.954917
BMA,1024,Image Power,2,5,864,1024,0.884736,1.135348,9.955266
BMA,1024,Image Power,2,6,864,1024,0.884736,1.283928,9.187232
TBI,128,Histogram Entropy,0,0,96,128,0.012288,0.0706,13.285592
TBI,128,Histogram Entropy,0,1,96,128,0.012288,0.088103,16.238148
TBI,128,Histogram Entropy,0,2,96,128,0.012288,0.087481,16.110963
TBI,128,Histogram Entropy,0,3,96,128,0.012288,0.098889,15.959975
TBI,128,Histogram Entropy,0,4,96,128,0.012288,0.123665,16.434418
TBI,128,Histogram Entropy,0,5,96,128,0.012288,0.109755,15.820329
TBI,128,Histogram Entropy,0,6,96,128,0.012288,0.10723,16.542159
TBI,128,Histogram Entropy,1,0,96,128,0.012288,0.067634,29.07297
TBI,128,Histogram Entropy,1,1,96,128,0.012288,0.134317,16.582615
TBI,128,Histogram Entropy,1,2,96,128,0.012288,0.087348,16.008309
TBI,128,Histogram Entropy,1,3,96,128,0.012288,0.115613,15.861207
TBI,128,Histogram Entropy,1,4,96,128,0.012288,0.083192,15.49162
TBI,128,Histogram Entropy,1,5,96,128,0.012288,0.07965,15.577609
TBI,128,Histogram Entropy,1,6,96,128,0.012288,0.076617,15.801787
TBI,128,Histogram Entropy,2,0,96,128,0.012288,0.06659,16.196843
TBI,128,Histogram Entropy,2,1,96,128,0.012288,0.086784,15.917645
TBI,128,Histogram Entropy,2,2,96,128,0.012288,0.07755,15.876715
TBI,128,Histogram Entropy,2,3,96,128,0.012288,0.082025,15.809081
TBI,128,Histogram Entropy,2,4,96,128,0.012288,0.07836,15.964488
TBI,128,Histogram Entropy,2,5,96,128,0.012288,0.085925,16.491116
TBI,128,Histogram Entropy,2,6,96,128,0.012288,0.092614,16.202436
BMA,128,Brenner Gradient,0,0,108,128,0.013824,0.016153,13.14913
BMA,128,Brenner Gradient,0,1,108,128,0.013824,0.020998,8.333069
BMA,128,Brenner Gradient,0,2,108,128,0.013824,0.02236,8.490949
BMA,128,Brenner Gradient,0,3,108,128,0.013824,0.020273,8.171828
BMA,128,Brenner Gradient,0,4,108,128,0.013824,0.024325,8.362754
BMA,128,Brenner Gradient,0,5,108,128,0.013824,0.025507,7.725921
BMA,128,Brenner Gradient,0,6,108,128,0.013824,0.025461,7.870842
BMA,128,Brenner Gradient,1,0,108,128,0.013824,0.015686,8.763298
BMA,128,Brenner Gradient,1,1,108,128,0.013824,0.026306,7.969128
BMA,128,Brenner Gradient,1,2,108,128,0.013824,0.020293,8.771368
BMA,128,Brenner Gradient,1,3,108,128,0.013824,0.021852,8.476288
BMA,128,Brenner Gradient,1,4,108,128,0.013824,0.022718,8.14336
BMA,128,Brenner Gradient,1,5,108,128,0.013824,0.022246,8.559207
BMA,128,Brenner Gradient,1,6,108,128,0.013824,0.022648,8.000273
BMA,128,Brenner Gradient,2,0,108,128,0.013824,0.016147,7.874818
BMA,128,Brenner Gradient,2,1,108,128,0.013824,0.020287,8.626761
BMA,128,Brenner Gradient,2,2,108,128,0.013824,0.026976,7.762343
BMA,128,Brenner Gradient,2,3,108,128,0.013824,0.020375,8.825637
BMA,128,Brenner Gradient,2,4,108,128,0.013824,0.021193,7.805289
BMA,128,Brenner Gradient,2,5,108,128,0.013824,0.020193,7.891909
BMA,128,Brenner Gradient,2,6,108,128,0.013824,0.020246,7.829836
BMA,128,Variance of Laplacian,0,0,108,128,0.013824,0.037808,7.928774
BMA,128,Variance of Laplacian,0,1,108,128,0.013824,0.043422,7.791379
BMA,128,Variance of Laplacian,0,2,108,128,0.013824,0.038193,8.149325
BMA,128,Variance of Laplacian,0,3,108,128,0.013824,0.038191,8.911035
BMA,128,Variance of Laplacian,0,4,108,128,0.013824,0.041785,8.235924
BMA,128,Variance of Laplacian,0,5,108,128,0.013824,0.043725,8.070226
BMA,128,Variance of Laplacian,0,6,108,128,0.013824,0.043979,8.187255
BMA,128,Variance of Laplacian,1,0,108,128,0.013824,0.032336,8.677706
BMA,128,Variance of Laplacian,1,1,108,128,0.013824,0.060408,8.250214
BMA,128,Variance of Laplacian,1,2,108,128,0.013824,0.046879,7.866908
BMA,128,Variance of Laplacian,1,3,108,128,0.013824,0.044011,8.603136
BMA,128,Variance of Laplacian,1,4,108,128,0.013824,0.045375,8.242647
BMA,128,Variance of Laplacian,1,5,108,128,0.013824,0.044889,7.780726
BMA,128,Variance of Laplacian,1,6,108,128,0.013824,0.040776,8.281945
BMA,128,Variance of Laplacian,2,0,108,128,0.013824,0.032651,7.85837
BMA,128,Variance of Laplacian,2,1,108,128,0.013824,0.041144,8.133805
BMA,128,Variance of Laplacian,2,2,108,128,0.013824,0.038189,7.728293
BMA,128,Variance of Laplacian,2,3,108,128,0.013824,0.037809,8.521279
BMA,128,Variance of Laplacian,2,4,108,128,0.013824,0.053646,8.075258
BMA,128,Variance of Laplacian,2,5,108,128,0.013824,0.047801,8.38016
BMA,128,Variance of Laplacian,2,6,108,128,0.013824,0.040996,8.36282
PBS,1024,Absolute Central Moment 2,0,0,864,1024,0.884736,2.380865,10.171213
PBS,1024,Absolute Central Moment 2,0,1,864,1024,0.884736,2.112339,10.420286
PBS,1024,Absolute Central Moment 2,0,2,864,1024,0.884736,2.102192,10.365239
PBS,1024,Absolute Central Moment 2,0,3,864,1024,0.884736,2.55418,10.372
PBS,1024,Absolute Central Moment 2,0,4,864,1024,0.884736,2.221199,10.719207
PBS,1024,Absolute Central Moment 2,0,5,864,1024,0.884736,2.193495,10.687059
PBS,1024,Absolute Central Moment 2,0,6,864,1024,0.884736,2.203789,10.212493
PBS,1024,Absolute Central Moment 2,1,0,864,1024,0.884736,2.037412,9.959389
PBS,1024,Absolute Central Moment 2,1,1,864,1024,0.884736,2.191507,9.760241
PBS,1024,Absolute Central Moment 2,1,2,864,1024,0.884736,2.171938,9.884034
PBS,1024,Absolute Central Moment 2,1,3,864,1024,0.884736,2.159148,9.806149
PBS,1024,Absolute Central Moment 2,1,4,864,1024,0.884736,2.051185,9.89195
PBS,1024,Absolute Central Moment 2,1,5,864,1024,0.884736,1.985734,9.810076
PBS,1024,Absolute Central Moment 2,1,6,864,1024,0.884736,2.082924,9.793449
PBS,1024,Absolute Central Moment 2,2,0,864,1024,0.884736,1.873168,10.032801
PBS,1024,Absolute Central Moment 2,2,1,864,1024,0.884736,2.274051,10.160958
PBS,1024,Absolute Central Moment 2,2,2,864,1024,0.884736,2.260938,10.225459
PBS,1024,Absolute Central Moment 2,2,3,864,1024,0.884736,2.192803,10.370633
PBS,1024,Absolute Central Moment 2,2,4,864,1024,0.884736,2.147736,10.458074
PBS,1024,Absolute Central Moment 2,2,5,864,1024,0.884736,2.245334,10.444732
PBS,1024,Absolute Central Moment 2,2,6,864,1024,0.884736,2.25731,10.244377
BMA,512,Fourier High Frequency Energy Ratio,0,0,432,512,0.221184,3.813718,12.497581
BMA,512,Fourier High Frequency Energy Ratio,0,1,432,512,0.221184,3.729345,11.59508
BMA,512,Fourier High Frequency Energy Ratio,0,2,432,512,0.221184,4.211787,12.232794
BMA,512,Fourier High Frequency Energy Ratio,0,3,432,512,0.221184,4.136944,11.787926
BMA,512,Fourier High Frequency Energy Ratio,0,4,432,512,0.221184,4.047375,11.538594
BMA,512,Fourier High Frequency Energy Ratio,0,5,432,512,0.221184,3.764736,11.450401
BMA,512,Fourier High Frequency Energy Ratio,0,6,432,512,0.221184,3.886582,11.712524
BMA,512,Fourier High Frequency Energy Ratio,1,0,432,512,0.221184,3.792607,12.468464
BMA,512,Fourier High Frequency Energy Ratio,1,1,432,512,0.221184,3.958247,11.497313
BMA,512,Fourier High Frequency Energy Ratio,1,2,432,512,0.221184,3.859701,11.484787
BMA,512,Fourier High Frequency Energy Ratio,1,3,432,512,0.221184,3.870649,11.286884
BMA,512,Fourier High Frequency Energy Ratio,1,4,432,512,0.221184,3.748335,11.522215
BMA,512,Fourier High Frequency Energy Ratio,1,5,432,512,0.221184,3.670196,11.959308
BMA,512,Fourier High Frequency Energy Ratio,1,6,432,512,0.221184,3.611509,11.940637
BMA,512,Fourier High Frequency Energy Ratio,2,0,432,512,0.221184,3.577497,11.499542
BMA,512,Fourier High Frequency Energy Ratio,2,1,432,512,0.221184,3.630426,11.606286
BMA,512,Fourier High Frequency Energy Ratio,2,2,432,512,0.221184,3.7007,11.504717
BMA,512,Fourier High Frequency Energy Ratio,2,3,432,512,0.221184,3.940216,11.711286
BMA,512,Fourier High Frequency Energy Ratio,2,4,432,512,0.221184,3.861879,11.576925
BMA,512,Fourier High Frequency Energy Ratio,2,5,432,512,0.221184,3.797852,11.598764
BMA,512,Fourier High Frequency Energy Ratio,2,6,432,512,0.221184,3.760684,11.600392
BMA,1024,GLCM Contrast,0,0,864,1024,0.884736,215.099483,227.983078
BMA,1024,GLCM Contrast,0,1,864,1024,0.884736,215.898759,225.265016
BMA,1024,GLCM Contrast,0,2,864,1024,0.884736,220.553109,222.667353
BMA,1024,GLCM Contrast,0,3,864,1024,0.884736,216.440412,227.795526
BMA,1024,GLCM Contrast,0,4,864,1024,0.884736,218.697295,224.384474
BMA,1024,GLCM Contrast,0,5,864,1024,0.884736,217.345414,226.406535
BMA,1024,GLCM Contrast,0,6,864,1024,0.884736,219.083549,228.287416
BMA,1024,GLCM Contrast,1,0,864,1024,0.884736,216.269334,226.891307
BMA,1024,GLCM Contrast,1,1,864,1024,0.884736,217.495482,224.193394
BMA,1024,GLCM Contrast,1,2,864,1024,0.884736,215.164971,227.176139
BMA,1024,GLCM Contrast,1,3,864,1024,0.884736,216.524778,222.091987
BMA,1024,GLCM Contrast,1,4,864,1024,0.884736,219.168951,222.924293
BMA,1024,GLCM Contrast,1,5,864,1024,0.884736,215.280633,226.709185
BMA,1024,GLCM Contrast,1,6,864,1024,0.884736,219.61471,224.005846
BMA,1024,GLCM Contrast,2,0,864,1024,0.884736,216.624279,225.396425
BMA,1024,GLCM Contrast,2,1,864,1024,0.884736,219.041339,222.332422
BMA,1024,GLCM Contrast,2,2,864,1024,0.884736,217.324422,225.487605
BMA,1024,GLCM Contrast,2,3,864,1024,0.884736,217.337514,227.670351
BMA,1024,GLCM Contrast,2,4,864,1024,0.884736,221.00352,225.139499
BMA,1024,GLCM Contrast,2,5,864,1024,0.884736,215.2499,223.645258
BMA,1024,GLCM Contrast,2,6,864,1024,0.884736,219.085752,224.42259
PBS,512,Absolute Central Moment 4,0,0,432,512,0.221184,3.078329,10.3125
PBS,512,Absolute Central Moment 4,0,1,432,512,0.221184,2.928998,10.835502
PBS,512,Absolute Central Moment 4,0,2,432,512,0.221184,3.220491,11.323072
PBS,512,Absolute Central Moment 4,0,3,432,512,0.221184,3.095724,11.585844
PBS,512,Absolute Central Moment 4,0,4,432,512,0.221184,2.904976,11.185017
PBS,512,Absolute Central Moment 4,0,5,432,512,0.221184,3.017038,11.506698
PBS,512,Absolute Central Moment 4,0,6,432,512,0.221184,3.070719,10.572751
PBS,512,Absolute Central Moment 4,1,0,432,512,0.221184,2.873667,10.199416
PBS,512,Absolute Central Moment 4,1,1,432,512,0.221184,2.953849,10.359049
PBS,512,Absolute Central Moment 4,1,2,432,512,0.221184,2.981741,10.984634
PBS,512,Absolute Central Moment 4,1,3,432,512,0.221184,3.140748,10.536775
PBS,512,Absolute Central Moment 4,1,4,432,512,0.221184,2.976893,10.799936
PBS,512,Absolute Central Moment 4,1,5,432,512,0.221184,2.998113,10.632114
PBS,512,Absolute Central Moment 4,1,6,432,512,0.221184,2.952771,10.460515
PBS,512,Absolute Central Moment 4,2,0,432,512,0.221184,2.929878,10.448009
PBS,512,Absolute Central Moment 4,2,1,432,512,0.221184,3.176378,11.154025
PBS,512,Absolute Central Moment 4,2,2,432,512,0.221184,3.061957,11.353322
PBS,512,Absolute Central Moment 4,2,3,432,512,0.221184,3.180641,10.728605
PBS,512,Absolute Central Moment 4,2,4,432,512,0.221184,2.981598,10.180571
PBS,512,Absolute Central Moment 4,2,5,432,512,0.221184,3.000829,10.879619
PBS,512,Absolute Central Moment 4,2,6,432,512,0.221184,3.037297,11.279951
TBF,512,Variance of Gradient,0,0,432,512,0.221184,0.66353,7.422081
TBF,512,Variance of Gradient,0,1,432,512,0.221184,0.716758,7.754536
TBF,512,Variance of Gradient,0,2,432,512,0.221184,0.755383,7.54271
TBF,512,Variance of Gradient,0,3,432,512,0.221184,0.857949,7.943497
TBF,512,Variance of Gradient,0,4,432,512,0.221184,0.927411,7.43771
TBF,512,Variance of Gradient,0,5,432,512,0.221184,0.660221,7.623485
TBF,512,Variance of Gradient,0,6,432,512,0.221184,0.742686,7.487295
TBF,512,Variance of Gradient,1,0,432,512,0.221184,0.689066,7.85347
TBF,512,Variance of Gradient,1,1,432,512,0.221184,0.71481,7.551382
TBF,512,Variance of Gradient,1,2,432,512,0.221184,0.676192,7.43806
TBF,512,Variance of Gradient,1,3,432,512,0.221184,0.727799,8.075639
TBF,512,Variance of Gradient,1,4,432,512,0.221184,0.725854,7.467665
TBF,512,Variance of Gradient,1,5,432,512,0.221184,0.69591,7.952644
TBF,512,Variance of Gradient,1,6,432,512,0.221184,0.726083,7.503292
TBF,512,Variance of Gradient,2,0,432,512,0.221184,0.642523,7.757832
TBF,512,Variance of Gradient,2,1,432,512,0.221184,0.743346,7.65952
TBF,512,Variance of Gradient,2,2,432,512,0.221184,0.720603,8.050572
TBF,512,Variance of Gradient,2,3,432,512,0.221184,0.726633,7.449739
TBF,512,Variance of Gradient,2,4,432,512,0.221184,0.670724,7.504333
TBF,512,Variance of Gradient,2,5,432,512,0.221184,0.708307,8.190661
TBF,512,Variance of Gradient,2,6,432,512,0.221184,0.81111,7.967572
WBC,128,Absolute Central Moment 4,0,0,128,128,0.016384,0.217077,0.55778
WBC,128,Absolute Central Moment 4,0,1,128,128,0.016384,0.341878,0.59498
WBC,128,Absolute Central Moment 4,0,2,128,128,0.016384,0.220674,0.384173
WBC,128,Absolute Central Moment 4,0,3,128,128,0.016384,0.209262,0.366275
WBC,128,Absolute Central Moment 4,0,4,128,128,0.016384,0.263885,0.345103
WBC,128,Absolute Central Moment 4,0,5,128,128,0.016384,0.209099,0.329074
WBC,128,Absolute Central Moment 4,0,6,128,128,0.016384,0.207634,0.342715
WBC,128,Absolute Central Moment 4,1,0,128,128,0.016384,0.207713,0.337418
WBC,128,Absolute Central Moment 4,1,1,128,128,0.016384,0.21175,0.332011
WBC,128,Absolute Central Moment 4,1,2,128,128,0.016384,0.214298,0.368801
WBC,128,Absolute Central Moment 4,1,3,128,128,0.016384,0.212265,0.375934
WBC,128,Absolute Central Moment 4,1,4,128,128,0.016384,0.227738,0.341995
WBC,128,Absolute Central Moment 4,1,5,128,128,0.016384,0.208005,0.344587
WBC,128,Absolute Central Moment 4,1,6,128,128,0.016384,0.214265,0.334767
WBC,128,Absolute Central Moment 4,2,0,128,128,0.016384,0.201329,0.320406
WBC,128,Absolute Central Moment 4,2,1,128,128,0.016384,0.219555,0.331743
WBC,128,Absolute Central Moment 4,2,2,128,128,0.016384,0.20243,0.330989
WBC,128,Absolute Central Moment 4,2,3,128,128,0.016384,0.234272,0.6557
WBC,128,Absolute Central Moment 4,2,4,128,128,0.016384,0.212074,0.339143
WBC,128,Absolute Central Moment 4,2,5,128,128,0.016384,0.20191,0.319369
WBC,128,Absolute Central Moment 4,2,6,128,128,0.016384,0.200942,0.334225
TBF,128,GLCM Contrast,0,0,108,128,0.013824,3.335678,12.469551
TBF,128,GLCM Contrast,0,1,108,128,0.013824,3.376927,10.951261
TBF,128,GLCM Contrast,0,2,108,128,0.013824,3.50221,11.827377
TBF,128,GLCM Contrast,0,3,108,128,0.013824,3.602287,11.585482
TBF,128,GLCM Contrast,0,4,108,128,0.013824,3.680726,11.149079
TBF,128,GLCM Contrast,0,5,108,128,0.013824,3.392598,12.127743
TBF,128,GLCM Contrast,0,6,108,128,0.013824,3.490954,11.518529
TBF,128,GLCM Contrast,1,0,108,128,0.013824,3.351928,11.231125
TBF,128,GLCM Contrast,1,1,108,128,0.013824,3.636276,11.022467
TBF,128,GLCM Contrast,1,2,108,128,0.013824,3.470695,12.272713
TBF,128,GLCM Contrast,1,3,108,128,0.013824,3.410474,11.193912
TBF,128,GLCM Contrast,1,4,108,128,0.013824,3.623079,10.970614
TBF,128,GLCM Contrast,1,5,108,128,0.013824,3.417719,11.95264
TBF,128,GLCM Contrast,1,6,108,128,0.013824,3.825956,11.814807
TBF,128,GLCM Contrast,2,0,108,128,0.013824,3.379997,10.956807
TBF,128,GLCM Contrast,2,1,108,128,0.013824,3.534128,12.811065
TBF,128,GLCM Contrast,2,2,108,128,0.013824,3.625366,10.890721
TBF,128,GLCM Contrast,2,3,108,128,0.013824,3.75021,10.760947
TBF,128,GLCM Contrast,2,4,108,128,0.013824,3.394228,11.684658
TBF,128,GLCM Contrast,2,5,108,128,0.013824,4.359953,12.088459
TBF,128,GLCM Contrast,2,6,108,128,0.013824,3.726551,12.22632
WBC,1024,Roberts Focus Measure,0,0,1024,1024,1.048576,3.037828,4.25074
WBC,1024,Roberts Focus Measure,0,1,1024,1024,1.048576,3.402031,4.351478
WBC,1024,Roberts Focus Measure,0,2,1024,1024,1.048576,3.023974,4.204506
WBC,1024,Roberts Focus Measure,0,3,1024,1024,1.048576,3.113021,3.854698
WBC,1024,Roberts Focus Measure,0,4,1024,1024,1.048576,3.562151,4.085536
WBC,1024,Roberts Focus Measure,0,5,1024,1024,1.048576,3.181619,4.077559
WBC,1024,Roberts Focus Measure,0,6,1024,1024,1.048576,3.673618,4.46186
WBC,1024,Roberts Focus Measure,1,0,1024,1024,1.048576,2.946165,4.1819
WBC,1024,Roberts Focus Measure,1,1,1024,1024,1.048576,3.163233,3.864293
WBC,1024,Roberts Focus Measure,1,2,1024,1024,1.048576,2.767349,3.567939
WBC,1024,Roberts Focus Measure,1,3,1024,1024,1.048576,2.926119,3.711817
WBC,1024,Roberts Focus Measure,1,4,1024,1024,1.048576,3.38794,4.614803
WBC,1024,Roberts Focus Measure,1,5,1024,1024,1.048576,3.170059,3.830542
WBC,1024,Roberts Focus Measure,1,6,1024,1024,1.048576,3.375482,4.274157
WBC,1024,Roberts Focus Measure,2,0,1024,1024,1.048576,3.187302,3.867472
WBC,1024,Roberts Focus Measure,2,1,1024,1024,1.048576,2.786075,3.936891
WBC,1024,Roberts Focus Measure,2,2,1024,1024,1.048576,2.910064,3.781388
WBC,1024,Roberts Focus Measure,2,3,1024,1024,1.048576,3.326518,3.799536
WBC,1024,Roberts Focus Measure,2,4,1024,1024,1.048576,2.839641,3.859621
WBC,1024,Roberts Focus Measure,2,5,1024,1024,1.048576,2.602037,3.45582
WBC,1024,Roberts Focus Measure,2,6,1024,1024,1.048576,2.84783,3.940919
BMA,512,Mean Intensity,0,0,432,512,0.221184,0.111299,7.550064
BMA,512,Mean Intensity,0,1,432,512,0.221184,0.171904,7.803777
BMA,512,Mean Intensity,0,2,432,512,0.221184,0.160733,7.744987
BMA,512,Mean Intensity,0,3,432,512,0.221184,0.154251,7.90566
BMA,512,Mean Intensity,0,4,432,512,0.221184,0.155367,8.029335
BMA,512,Mean Intensity,0,5,432,512,0.221184,0.194862,7.915441
BMA,512,Mean Intensity,0,6,432,512,0.221184,0.152658,7.206184
BMA,512,Mean Intensity,1,0,432,512,0.221184,0.108405,7.666356
BMA,512,Mean Intensity,1,1,432,512,0.221184,0.148664,7.755407
BMA,512,Mean Intensity,1,2,432,512,0.221184,0.159873,7.730536
BMA,512,Mean Intensity,1,3,432,512,0.221184,0.141528,7.476178
BMA,512,Mean Intensity,1,4,432,512,0.221184,0.143598,7.338064
BMA,512,Mean Intensity,1,5,432,512,0.221184,0.185953,7.570806
BMA,512,Mean Intensity,1,6,432,512,0.221184,0.161411,7.166792
BMA,512,Mean Intensity,2,0,432,512,0.221184,0.134461,7.649887
BMA,512,Mean Intensity,2,1,432,512,0.221184,0.148333,7.347471
BMA,512,Mean Intensity,2,2,432,512,0.221184,0.148715,7.591568
BMA,512,Mean Intensity,2,3,432,512,0.221184,0.153037,7.657545
BMA,512,Mean Intensity,2,4,432,512,0.221184,0.188713,7.799422
BMA,512,Mean Intensity,2,5,432,512,0.221184,0.168962,7.785017
BMA,512,Mean Intensity,2,6,432,512,0.221184,0.174902,7.825783
BMA,512,Squared Gradient,0,0,432,512,0.221184,0.489425,7.9626
BMA,512,Squared Gradient,0,1,432,512,0.221184,0.565307,7.867561
BMA,512,Squared Gradient,0,2,432,512,0.221184,0.534853,7.693504
BMA,512,Squared Gradient,0,3,432,512,0.221184,0.540377,8.159646
BMA,512,Squared Gradient,0,4,432,512,0.221184,0.508667,7.748467
BMA,512,Squared Gradient,0,5,432,512,0.221184,0.537511,7.973593
BMA,512,Squared Gradient,0,6,432,512,0.221184,0.601517,7.695766
BMA,512,Squared Gradient,1,0,432,512,0.221184,0.521607,7.835326
BMA,512,Squared Gradient,1,1,432,512,0.221184,0.546059,7.645205
BMA,512,Squared Gradient,1,2,432,512,0.221184,0.519323,8.071891
BMA,512,Squared Gradient,1,3,432,512,0.221184,0.514878,7.850012
BMA,512,Squared Gradient,1,4,432,512,0.221184,0.560715,7.999919
BMA,512,Squared Gradient,1,5,432,512,0.221184,0.570417,7.923443
BMA,512,Squared Gradient,1,6,432,512,0.221184,0.526514,8.096875
BMA,512,Squared Gradient,2,0,432,512,0.221184,0.477915,8.012633
BMA,512,Squared Gradient,2,1,432,512,0.221184,0.505409,7.97606
BMA,512,Squared Gradient,2,2,432,512,0.221184,0.529613,8.198793
BMA,512,Squared Gradient,2,3,432,512,0.221184,0.610138,8.209183
BMA,512,Squared Gradient,2,4,432,512,0.221184,0.570131,8.648533
BMA,512,Squared Gradient,2,5,432,512,0.221184,0.545215,8.028131
BMA,512,Squared Gradient,2,6,432,512,0.221184,0.634443,8.285691
TBF,1024,DCT Focus Measure,0,0,864,1024,0.884736,6.619711,13.330929
TBF,1024,DCT Focus Measure,0,1,864,1024,0.884736,6.039552,14.441058
TBF,1024,DCT Focus Measure,0,2,864,1024,0.884736,6.556529,14.507852
TBF,1024,DCT Focus Measure,0,3,864,1024,0.884736,6.827628,14.027081
TBF,1024,DCT Focus Measure,0,4,864,1024,0.884736,6.341398,13.878055
TBF,1024,DCT Focus Measure,0,5,864,1024,0.884736,6.446076,13.90583
TBF,1024,DCT Focus Measure,0,6,864,1024,0.884736,6.284373,13.936318
TBF,1024,DCT Focus Measure,1,0,864,1024,0.884736,6.378616,14.293306
TBF,1024,DCT Focus Measure,1,1,864,1024,0.884736,6.132981,13.842551
TBF,1024,DCT Focus Measure,1,2,864,1024,0.884736,6.314748,15.657797
TBF,1024,DCT Focus Measure,1,3,864,1024,0.884736,6.371606,14.510986
TBF,1024,DCT Focus Measure,1,4,864,1024,0.884736,6.378867,14.771468
TBF,1024,DCT Focus Measure,1,5,864,1024,0.884736,6.489988,13.812104
TBF,1024,DCT Focus Measure,1,6,864,1024,0.884736,6.429932,14.396407
TBF,1024,DCT Focus Measure,2,0,864,1024,0.884736,5.904137,14.147299
TBF,1024,DCT Focus Measure,2,1,864,1024,0.884736,6.341958,14.753394
TBF,1024,DCT Focus Measure,2,2,864,1024,0.884736,6.313748,13.802606
TBF,1024,DCT Focus Measure,2,3,864,1024,0.884736,7.019835,15.007256
TBF,1024,DCT Focus Measure,2,4,864,1024,0.884736,6.773198,14.146531
TBF,1024,DCT Focus Measure,2,5,864,1024,0.884736,6.283005,13.936052
TBF,1024,DCT Focus Measure,2,6,864,1024,0.884736,6.221306,13.735489
TBI,128,Intensity Variance,0,0,96,128,0.012288,0.021649,16.730247
TBI,128,Intensity Variance,0,1,96,128,0.012288,0.034053,16.408992
TBI,128,Intensity Variance,0,2,96,128,0.012288,0.037536,15.846848
TBI,128,Intensity Variance,0,3,96,128,0.012288,0.035878,15.659024
TBI,128,Intensity Variance,0,4,96,128,0.012288,0.032955,16.124116
TBI,128,Intensity Variance,0,5,96,128,0.012288,0.037347,16.163503
TBI,128,Intensity Variance,0,6,96,128,0.012288,0.031982,17.050987
TBI,128,Intensity Variance,1,0,96,128,0.012288,0.024224,15.403302
TBI,128,Intensity Variance,1,1,96,128,0.012288,0.030848,15.909775
TBI,128,Intensity Variance,1,2,96,128,0.012288,0.029427,15.842527
TBI,128,Intensity Variance,1,3,96,128,0.012288,0.060583,15.692811
TBI,128,Intensity Variance,1,4,96,128,0.012288,0.032482,15.607536
TBI,128,Intensity Variance,1,5,96,128,0.012288,0.034275,15.791782
TBI,128,Intensity Variance,1,6,96,128,0.012288,0.039478,16.071163
TBI,128,Intensity Variance,2,0,96,128,0.012288,0.020609,16.186249
TBI,128,Intensity Variance,2,1,96,128,0.012288,0.029035,15.950418
TBI,128,Intensity Variance,2,2,96,128,0.012288,0.033593,16.144208
TBI,128,Intensity Variance,2,3,96,128,0.012288,0.030236,15.404872
TBI,128,Intensity Variance,2,4,96,128,0.012288,0.029449,16.476243
TBI,128,Intensity Variance,2,5,96,128,0.012288,0.037296,16.168166
TBI,128,Intensity Variance,2,6,96,128,0.012288,0.030345,15.486842
BMA,512,Modified Tenengrad,0,0,432,512,0.221184,5.938116,17.928515
BMA,512,Modified Tenengrad,0,1,432,512,0.221184,5.341482,13.463092
BMA,512,Modified Tenengrad,0,2,432,512,0.221184,5.979326,13.943141
BMA,512,Modified Tenengrad,0,3,432,512,0.221184,6.035752,13.763143
BMA,512,Modified Tenengrad,0,4,432,512,0.221184,5.928508,13.38437
BMA,512,Modified Tenengrad,0,5,432,512,0.221184,5.626941,13.24924
BMA,512,Modified Tenengrad,0,6,432,512,0.221184,5.50031,13.331239
BMA,512,Modified Tenengrad,1,0,432,512,0.221184,5.861624,12.849983
BMA,512,Modified Tenengrad,1,1,432,512,0.221184,5.715525,14.584353
BMA,512,Modified Tenengrad,1,2,432,512,0.221184,5.657481,13.18932
BMA,512,Modified Tenengrad,1,3,432,512,0.221184,6.06559,13.932382
BMA,512,Modified Tenengrad,1,4,432,512,0.221184,5.799577,13.906667
BMA,512,Modified Tenengrad,1,5,432,512,0.221184,5.940194,13.706978
BMA,512,Modified Tenengrad,1,6,432,512,0.221184,6.030798,14.048242
BMA,512,Modified Tenengrad,2,0,432,512,0.221184,5.497627,13.972588
BMA,512,Modified Tenengrad,2,1,432,512,0.221184,5.844935,14.167696
BMA,512,Modified Tenengrad,2,2,432,512,0.221184,6.145285,13.070043
BMA,512,Modified Tenengrad,2,3,432,512,0.221184,5.514554,13.339089
BMA,512,Modified Tenengrad,2,4,432,512,0.221184,5.61802,13.114289
BMA,512,Modified Tenengrad,2,5,432,512,0.221184,5.917749,13.621852
BMA,512,Modified Tenengrad,2,6,432,512,0.221184,5.883432,13.438306
TBF,native,Curvelet Transform Sharpness Index,0,0,2160,2560,5.5296,133.095889,155.818159
TBF,native,Curvelet Transform Sharpness Index,0,1,2160,2560,5.5296,153.140486,149.161629
TBF,native,Curvelet Transform Sharpness Index,0,2,2160,2560,5.5296,135.664754,152.935579
