condition,operator,family,n_stacks,mean_absolute_peak_error_slices,exact_match_rate,within_one_slice_rate,mean_false_maxima_count,mean_noise_level,mean_fwhm_slices
aspect_0.5x_bicubic,Curvelet Transform Sharpness Index,wavelet_alias,15,0.26666666666666666,0.7333333333333333,1.0,0.0,0.05358472559371367,4.333333333333333
aspect_0.5x_bicubic,DCT Focus Measure,frequency,15,0.13333333333333333,0.8666666666666667,1.0,0.0,0.05912752187761958,4.8
aspect_0.5x_bicubic,Intensity Skewness Index,statistical,15,6.0,0.0,0.06666666666666667,0.26666666666666666,0.05509872734041867,8.866666666666667
aspect_0.5x_bicubic,Squared Gradient,gradient,15,0.13333333333333333,0.9333333333333333,0.9333333333333333,0.0,0.04696261645382087,5.2
aspect_0.5x_bicubic,Gradient Squared Energy,gradient,15,0.13333333333333333,0.9333333333333333,0.9333333333333333,0.0,0.04696261645382087,5.2
aspect_0.5x_bicubic,Mean Intensity,statistical,15,4.733333333333333,0.06666666666666667,0.06666666666666667,1.2666666666666666,0.14194445414212106,6.6
aspect_0.5x_bicubic,Intensity Variance,statistical,15,1.0,0.6,0.6666666666666666,0.4,0.04097830527477801,5.933333333333334
aspect_0.5x_bicubic,Intensity Range Index,statistical,15,1.0,0.3333333333333333,0.7333333333333333,0.8,0.12069215114594693,4.933333333333334
aspect_0.5x_bicubic,Maximal Intensity,statistical,15,1.5333333333333334,0.4,0.6666666666666666,0.8666666666666667,0.1712587575354784,5.2
aspect_0.5x_bicubic,Laplacian Energy,laplacian,15,0.2,0.8666666666666667,0.9333333333333333,0.0,0.11691138605008636,3.0
aspect_0.5x_bicubic,Mean Absolute Laplacian,laplacian,15,0.2,0.8666666666666667,0.9333333333333333,0.0,0.08315860411296178,4.0
aspect_0.5x_bicubic,Spatial Frequency,gradient,15,0.06666666666666667,0.9333333333333333,1.0,0.0,0.055355842392464175,4.6
aspect_0.5x_bicubic,Modified Tenengrad,gradient,15,0.2,0.8666666666666667,0.9333333333333333,0.0,0.04760092402579877,5.266666666666667
aspect_0.5x_bicubic,Absolute Central Moment 2,statistical,15,1.0,0.6,0.6666666666666666,0.4,0.04097830527477801,5.933333333333334
aspect_0.5x_bicubic,Absolute Central Moment 4,statistical,15,1.2,0.4,0.6666666666666666,0.3333333333333333,0.0673910856101743,5.933333333333334
aspect_0.5x_bicubic,Image Power,statistical,15,2.1333333333333333,0.26666666666666666,0.4,1.1333333333333333,0.14213372969654,7.466666666666667
aspect_0.5x_area,Tenengrad,gradient,15,0.2,0.8666666666666667,0.9333333333333333,0.0,0.043883954858279686,5.266666666666667
aspect_0.5x_area,Brenner Gradient,gradient,15,0.13333333333333333,0.9333333333333333,0.9333333333333333,0.0,0.052045582678597234,4.933333333333334
aspect_0.5x_area,Variance of Laplacian,laplacian,15,0.2,0.8666666666666667,0.9333333333333333,0.0,0.10391733591718116,3.4
aspect_0.5x_area,Sum Modified Laplacian,laplacian,15,0.2,0.8666666666666667,0.9333333333333333,0.0,0.10212926607377168,3.4
aspect_0.5x_area,Normalized Variance,statistical,15,1.0666666666666667,0.6,0.6666666666666666,0.13333333333333333,0.030495448733803214,6.933333333333334
aspect_0.5x_area,Energy of Gradient,gradient,15,0.2,0.8666666666666667,0.9333333333333333,0.0,0.043883954858279686,5.266666666666667
aspect_0.5x_area,Histogram Entropy,entropy,15,3.8,0.2,0.4,0.4666666666666667,0.06688304792986056,6.8
aspect_0.5x_area,GLCM Contrast,texture,15,0.06666666666666667,0.9333333333333333,1.0,0.2,0.08831061502639624,4.2
aspect_0.5x_area,Variance of Gradient,gradient,15,0.3333333333333333,0.7333333333333333,0.9333333333333333,0.0,0.047758084463867596,5.4
aspect_0.5x_area,Fourier Transform Sharpness Index,frequency,15,0.0,1.0,1.0,0.0,0.04141780163835129,4.933333333333334
aspect_0.5x_area,Fourier High Frequency Energy Ratio,frequency,15,0.4,0.7333333333333333,0.8666666666666667,0.06666666666666667,0.04405132300254956,5.133333333333334
aspect_0.5x_area,Roberts Focus Measure,gradient,15,0.13333333333333333,0.8666666666666667,1.0,0.0,0.062106941830448785,4.6
aspect_0.5x_area,Wavelet W1,wavelet,15,0.3333333333333333,0.7333333333333333,0.9333333333333333,0.0,0.04595759423488761,4.6
aspect_0.5x_area,Wavelet W2,wavelet,15,0.3333333333333333,0.7333333333333333,0.9333333333333333,0.0,0.04595759423488761,4.6
aspect_0.5x_area,Wavelet W3,wavelet,15,0.3333333333333333,0.7333333333333333,0.9333333333333333,0.0,0.04595759423488761,4.6
aspect_0.5x_area,Wavelet Detail Energy (db1),wavelet,15,0.3333333333333333,0.7333333333333333,0.9333333333333333,0.0,0.04595759228620745,4.6
aspect_0.5x_area,Curvelet Transform Sharpness Index,wavelet_alias,15,0.3333333333333333,0.7333333333333333,0.9333333333333333,0.0,0.04595759228620745,4.6
aspect_0.5x_area,DCT Focus Measure,frequency,15,0.26666666666666666,0.8,0.9333333333333333,0.0,0.04980114016887193,5.066666666666666
aspect_0.5x_area,Intensity Skewness Index,statistical,15,6.0,0.0,0.06666666666666667,0.2,0.048190772531793415,8.466666666666667
aspect_0.5x_area,Squared Gradient,gradient,15,0.2,0.8666666666666667,0.9333333333333333,0.0,0.043883954858279686,5.266666666666667
aspect_0.5x_area,Gradient Squared Energy,gradient,15,0.2,0.8666666666666667,0.9333333333333333,0.0,0.043883954858279686,5.266666666666667
aspect_0.5x_area,Mean Intensity,statistical,15,4.733333333333333,0.06666666666666667,0.06666666666666667,1.2666666666666666,0.14194426658857007,6.6
aspect_0.5x_area,Intensity Variance,statistical,15,1.0,0.6,0.6666666666666666,0.4,0.03837324529960785,6.466666666666667
aspect_0.5x_area,Intensity Range Index,statistical,15,0.8666666666666667,0.3333333333333333,0.8,0.9333333333333333,0.142257474049509,6.0
aspect_0.5x_area,Maximal Intensity,statistical,15,1.2666666666666666,0.26666666666666666,0.7333333333333333,1.1333333333333333,0.23430847362626203,5.466666666666667
aspect_0.5x_area,Laplacian Energy,laplacian,15,0.2,0.8666666666666667,0.9333333333333333,0.0,0.10391733418814869,3.4
aspect_0.5x_area,Mean Absolute Laplacian,laplacian,15,0.26666666666666666,0.8,0.9333333333333333,0.0,0.07186462409265933,4.133333333333334
aspect_0.5x_area,Spatial Frequency,gradient,15,0.06666666666666667,0.9333333333333333,1.0,0.0,0.04650208039865311,4.8
aspect_0.5x_area,Modified Tenengrad,gradient,15,0.2,0.8666666666666667,0.9333333333333333,0.0,0.0444549149255962,5.266666666666667
aspect_0.5x_area,Absolute Central Moment 2,statistical,15,1.0,0.6,0.6666666666666666,0.4,0.03837324529960785,6.466666666666667
aspect_0.5x_area,Absolute Central Moment 4,statistical,15,1.2,0.4,0.6666666666666666,0.4,0.0628641525628624,6.0
aspect_0.5x_area,Image Power,statistical,15,2.6,0.26666666666666666,0.4,1.1333333333333333,0.1414569487201566,7.666666666666667
aspect_1x_area,Tenengrad,gradient,15,0.06666666666666667,0.9333333333333333,1.0,0.0,0.07381635660854162,4.066666666666666
aspect_1x_area,Brenner Gradient,gradient,15,0.0,1.0,1.0,0.0,0.0811691127243152,3.7333333333333334
aspect_1x_area,Variance of Laplacian,laplacian,15,0.13333333333333333,0.9333333333333333,0.9333333333333333,0.2,0.14510929257977553,2.6666666666666665
aspect_1x_area,Sum Modified Laplacian,laplacian,15,0.06666666666666667,0.9333333333333333,1.0,0.3333333333333333,0.1419943367666692,2.7333333333333334
aspect_1x_area,Normalized Variance,statistical,15,1.0,0.6,0.6666666666666666,0.13333333333333333,0.03381708153656017,6.6
aspect_1x_area,Energy of Gradient,gradient,15,0.06666666666666667,0.9333333333333333,1.0,0.0,0.07381635660854162,4.066666666666666
aspect_1x_area,Histogram Entropy,entropy,15,3.7333333333333334,0.26666666666666666,0.4,0.5333333333333333,0.07373297096082793,6.933333333333334
aspect_1x_area,GLCM Contrast,texture,15,1.6,0.8,0.8,0.5333333333333333,0.1290579450029891,6.2
aspect_1x_area,Variance of Gradient,gradient,15,0.06666666666666667,0.9333333333333333,1.0,0.0,0.07890047053490078,4.0
aspect_1x_area,Fourier Transform Sharpness Index,frequency,15,0.0,1.0,1.0,0.0,0.05299961310552329,4.266666666666667
aspect_1x_area,Fourier High Frequency Energy Ratio,frequency,15,0.4666666666666667,0.8666666666666667,0.8666666666666667,0.0,0.07706625284658784,4.066666666666666
aspect_1x_area,Roberts Focus Measure,gradient,15,0.06666666666666667,0.9333333333333333,1.0,0.0,0.08937055194448426,3.6
aspect_1x_area,Wavelet W1,wavelet,15,0.06666666666666667,0.9333333333333333,1.0,0.06666666666666667,0.06882793391696246,3.8
aspect_1x_area,Wavelet W2,wavelet,15,0.06666666666666667,0.9333333333333333,1.0,0.06666666666666667,0.06882793391696246,3.8
aspect_1x_area,Wavelet W3,wavelet,15,0.06666666666666667,0.9333333333333333,1.0,0.06666666666666667,0.06882793391696246,3.8
aspect_1x_area,Wavelet Detail Energy (db1),wavelet,15,0.06666666666666667,0.9333333333333333,1.0,0.06666666666666667,0.06882783555438211,3.8
aspect_1x_area,Curvelet Transform Sharpness Index,wavelet_alias,15,0.06666666666666667,0.9333333333333333,1.0,0.06666666666666667,0.06882783555438211,3.8
aspect_1x_area,DCT Focus Measure,frequency,15,0.13333333333333333,0.8666666666666667,1.0,0.0,0.06072676727465243,4.666666666666667
aspect_1x_area,Intensity Skewness Index,statistical,15,6.0,0.0,0.06666666666666667,0.13333333333333333,0.05306139879031667,8.533333333333333
aspect_1x_area,Squared Gradient,gradient,15,0.06666666666666667,0.9333333333333333,1.0,0.0,0.07381635660854162,4.066666666666666
aspect_1x_area,Gradient Squared Energy,gradient,15,0.06666666666666667,0.9333333333333333,1.0,0.0,0.07381635660854162,4.066666666666666
aspect_1x_area,Mean Intensity,statistical,15,4.733333333333333,0.06666666666666667,0.06666666666666667,1.2666666666666666,0.14194426607233052,6.6
aspect_1x_area,Intensity Variance,statistical,15,1.0,0.6,0.6666666666666666,0.4,0.04072235658561316,5.933333333333334
aspect_1x_area,Intensity Range Index,statistical,15,0.9333333333333333,0.4,0.8,1.1333333333333333,0.10917413587558324,5.066666666666666
aspect_1x_area,Maximal Intensity,statistical,15,1.5333333333333334,0.3333333333333333,0.7333333333333333,0.8,0.19234809427134467,4.933333333333334
aspect_1x_area,Laplacian Energy,laplacian,15,0.13333333333333333,0.9333333333333333,0.9333333333333333,0.2,0.1451093823915151,2.6666666666666665
aspect_1x_area,Mean Absolute Laplacian,laplacian,15,0.13333333333333333,0.9333333333333333,0.9333333333333333,0.2,0.11115004616287726,3.3333333333333335
aspect_1x_area,Spatial Frequency,gradient,15,0.06666666666666667,0.9333333333333333,1.0,0.0,0.07362993298201699,3.7333333333333334
aspect_1x_area,Modified Tenengrad,gradient,15,0.06666666666666667,0.9333333333333333,1.0,0.0,0.07446186016993553,4.066666666666666
aspect_1x_area,Absolute Central Moment 2,statistical,15,1.0,0.6,0.6666666666666666,0.4,0.04072235658561316,5.933333333333334
aspect_1x_area,Absolute Central Moment 4,statistical,15,1.1333333333333333,0.4666666666666667,0.6666666666666666,0.3333333333333333,0.06699246459253301,5.933333333333334
aspect_1x_area,Image Power,statistical,15,2.1333333333333333,0.26666666666666666,0.4,1.1333333333333333,0.142193274991398,7.466666666666667
aspect_2x_nearest,Tenengrad,gradient,15,0.06666666666666667,0.9333333333333333,1.0,0.0,0.09083001892437777,3.533333333333333
aspect_2x_nearest,Brenner Gradient,gradient,15,0.0,1.0,1.0,0.06666666666666667,0.09518526211098573,3.4
aspect_2x_nearest,Variance of Laplacian,laplacian,15,0.06666666666666667,0.9333333333333333,1.0,0.0,0.09949769924654582,3.4
