condition,operator,family,mechanism_score,rank,mean_absolute_peak_error_slices,mean_false_maxima_count,mean_noise_level,mean_fwhm_slices,rank_shift_vs_native,rank_shift_vs_controlled_base
square_512_bilinear,Mean Absolute Laplacian,laplacian,0.18206210903911604,18,0.13333333333333333,0.2,0.10607002751314187,3.4,-10,0
square_512_bilinear,Sum Modified Laplacian,laplacian,0.2109429981771035,19,0.06666666666666667,0.26666666666666666,0.13813400545385238,2.7333333333333334,-12,-3
square_512_bilinear,Variance of Laplacian,laplacian,0.21760775111114664,20,0.13333333333333333,0.26666666666666666,0.1407724765091271,2.7333333333333334,-10,1
square_512_bilinear,Laplacian Energy,laplacian,0.21760778457694463,21,0.13333333333333333,0.26666666666666666,0.14077249922564466,2.7333333333333334,-8,1
square_512_bilinear,Normalized Variance,statistical,0.24326981246218998,22,1.0,0.13333333333333333,0.03255807697615323,6.8,13,1
square_512_bilinear,Absolute Central Moment 2,statistical,0.28062978939122574,23,1.0,0.4,0.03974686501277079,6.2,13,0
square_512_bilinear,Intensity Variance,statistical,0.28062978939122574,24,1.0,0.4,0.03974686501277079,6.2,13,0
square_512_bilinear,Absolute Central Moment 4,statistical,0.315527190755457,25,1.1333333333333333,0.4,0.06551575907033937,6.0,13,0
square_512_bilinear,GLCM Contrast,texture,0.45138364169365525,26,1.6666666666666667,0.4,0.13484817284002157,6.266666666666667,1,0
square_512_bilinear,Intensity Range Index,statistical,0.45920190832032315,27,1.0,0.9333333333333333,0.11876737841757692,5.2,6,0
square_512_bilinear,Histogram Entropy,entropy,0.5009171671640041,28,3.8,0.5333333333333333,0.07076503368143655,6.933333333333334,6,0
square_512_bilinear,Intensity Skewness Index,statistical,0.5534319738183445,29,6.0,0.13333333333333333,0.05096448932678447,8.533333333333333,5,0
square_512_bilinear,Maximal Intensity,statistical,0.5562310949788264,30,1.6,0.7333333333333333,0.20225758296745103,4.933333333333334,4,0
square_512_bilinear,Image Power,statistical,0.7162000552296333,31,2.6,1.2,0.1420173140792331,7.6,4,0
square_512_bilinear,Mean Intensity,statistical,0.7750633721916135,32,4.733333333333333,1.2666666666666666,0.14196299775565346,6.6,0,0
square_512_nearest,Fourier Transform Sharpness Index,frequency,0.09981530423638726,1,0.0,0.0,0.05384337235194496,4.266666666666667,0,0
square_512_nearest,Spatial Frequency,gradient,0.11086117233152548,2,0.06666666666666667,0.0,0.07350299901228795,3.7333333333333334,-18,0
square_512_nearest,Curvelet Transform Sharpness Index,wavelet_alias,0.11916458016712314,3,0.06666666666666667,0.06666666666666667,0.06862199110180202,3.8,-11,0
square_512_nearest,Wavelet Detail Energy (db1),wavelet,0.11916458016712314,4,0.06666666666666667,0.06666666666666667,0.06862199110180202,3.8,-11,0
square_512_nearest,Wavelet W1,wavelet,0.11916467080100623,5,0.06666666666666667,0.06666666666666667,0.06862204858873326,3.8,-11,0
square_512_nearest,Wavelet W2,wavelet,0.11916467080100623,6,0.06666666666666667,0.06666666666666667,0.06862204858873326,3.8,-11,0
square_512_nearest,Wavelet W3,wavelet,0.11916467080100623,7,0.06666666666666667,0.06666666666666667,0.06862204858873326,3.8,-11,0
square_512_nearest,Brenner Gradient,gradient,0.12109527849319296,8,0.0,0.0,0.08355805118417783,3.6666666666666665,0,0
square_512_nearest,Energy of Gradient,gradient,0.125647584386337,9,0.06666666666666667,0.0,0.07567398478631172,4.0,7,0
square_512_nearest,Gradient Squared Energy,gradient,0.125647584386337,10,0.06666666666666667,0.0,0.07567398478631172,4.0,7,0
square_512_nearest,Squared Gradient,gradient,0.125647584386337,11,0.06666666666666667,0.0,0.07567398478631172,4.0,7,0
square_512_nearest,Tenengrad,gradient,0.125647584386337,12,0.06666666666666667,0.0,0.07567398478631172,4.0,7,0
square_512_nearest,Modified Tenengrad,gradient,0.12700608020786072,13,0.06666666666666667,0.0,0.07653564659786509,4.0,7,0
square_512_nearest,Variance of Gradient,gradient,0.13068247830362828,14,0.06666666666666667,0.0,0.08247134213913529,3.8666666666666667,7,-1
square_512_nearest,Roberts Focus Measure,gradient,0.1310495596252619,15,0.06666666666666667,0.0,0.08991185928417396,3.6,-4,1
square_512_nearest,DCT Focus Measure,frequency,0.13400162820111838,16,0.13333333333333333,0.0,0.06119166328745274,4.666666666666667,3,0
square_512_nearest,Mean Absolute Laplacian,laplacian,0.18026780228857683,17,0.13333333333333333,0.2,0.10153840984237403,3.3333333333333335,-11,-1
square_512_nearest,Fourier High Frequency Energy Ratio,frequency,0.18042537287956084,18,0.4666666666666667,0.06666666666666667,0.09510507039398083,3.8666666666666667,-5,1
square_512_nearest,Variance of Laplacian,laplacian,0.20670969498231767,19,0.13333333333333333,0.2,0.13632909314656536,2.6666666666666665,-11,0
square_512_nearest,Laplacian Energy,laplacian,0.2067097898260422,20,0.13333333333333333,0.2,0.1363291533036996,2.6666666666666665,-9,0
square_512_nearest,Sum Modified Laplacian,laplacian,0.21131239421243173,21,0.06666666666666667,0.26666666666666666,0.13086269201194167,2.7333333333333334,-10,-1
square_512_nearest,Normalized Variance,statistical,0.23275518341307816,22,1.0,0.13333333333333333,0.03377899933903789,6.533333333333333,13,1
square_512_nearest,Absolute Central Moment 2,statistical,0.2707037424878242,23,1.0,0.4,0.040683200450633665,5.933333333333334,13,0
square_512_nearest,Intensity Variance,statistical,0.2707037424878242,24,1.0,0.4,0.040683200450633665,5.933333333333334,13,0
square_512_nearest,Absolute Central Moment 4,statistical,0.3045140741304474,25,1.1333333333333333,0.3333333333333333,0.06695027937574136,5.933333333333334,13,0
square_512_nearest,GLCM Contrast,texture,0.47279797795910633,26,1.6,0.5333333333333333,0.1291107211859022,6.2,1,0
square_512_nearest,Intensity Range Index,statistical,0.48371378227652184,27,0.9333333333333333,1.1333333333333333,0.10917413587558324,5.066666666666666,6,0
square_512_nearest,Histogram Entropy,entropy,0.5028776248011056,28,3.7333333333333334,0.5333333333333333,0.07379019271256457,6.866666666666666,6,0
square_512_nearest,Intensity Skewness Index,statistical,0.5565199533884921,29,6.0,0.13333333333333333,0.05293678707967036,8.533333333333333,5,0
square_512_nearest,Maximal Intensity,statistical,0.5683745348219033,30,1.5333333333333334,0.8,0.19234809427134467,4.933333333333334,4,0
square_512_nearest,Image Power,statistical,0.7079482213510004,31,2.6,1.1333333333333333,0.1424845980882477,7.466666666666667,4,0
square_512_nearest,Mean Intensity,statistical,0.7856831871484529,32,4.733333333333333,1.2666666666666666,0.14214342438613,6.6,0,0
